,numCrimes,years
0,13461,2003
1,12899,2004
2,11601,2005
3,12449,2006
4,12518,2007
5,12681,2008
6,12284,2009
7,12387,2010
8,12279,2011
9,12181,2012
10,12580,2013
11,12402,2014
12,13115,2015
13,13522,2016
14,1048,2017
